user_id,recipe_id,tag_score,ingredient_score,hot_score,session_score,label
2,1024,0.8578747978508848,0.0,0.0,0.48721725679934025,0
2,3,0.7616918346815669,0.0,0.0,0.5376552082598209,0
2,7,0.0,0.0,0.0,0.6288328319787979,0
2,9,0.4384409572408481,0.00022404165791980855,0.0,0.4056902900338173,0
2,2060,0.8782259494726667,0.0,0.0,0.4944129674695432,0
2,13,0.0,0.0,0.0,0.5994899347424507,0
2,1036,0.9520034962101174,0.0,0.0,0.4593655504286289,0
2,1040,0.36935929537908924,0.0002511886431509581,0.0,0.612460657954216,0
2,19,0.0,0.0,0.0,0.42928866297006607,0
2,2068,0.8924750620846912,0.0,0.0,0.5028539979830384,0
2,20,0.0,0.0002850420866935585,0.0,0.5491278953850269,0
2,2069,0.8890837085645427,0.0,0.0,0.5749657228589058,0
2,2071,0.9458011889076516,0.0,0.0,0.38919978588819504,0
2,1043,1.0425225445831892,0.000328315975550471,0.0,0.4346480369567871,1
2,1044,0.41182536508208434,0.00020182850568062054,0.0,0.6228798925876617,0
2,1047,0.6362688874487306,0.0002850420866935585,0.0,0.4245525002479553,0
2,28,0.35247051909940263,0.0,0.0,0.5549566708505154,0
2,35,0.6403384253508305,0.0,0.0,0.4957967959344387,0
2,1064,0.4749364359603172,0.0,0.0,0.41328252106904984,0
2,51,0.0,0.00022404165791980855,0.0,0.4938275068998337,0
2,52,0.37283436566848754,0.00020182850568062054,0.0,0.43453941494226456,0
2,2101,0.9527932136010259,0.0,0.0,0.48933037742972374,0
2,54,0.0,0.00018334453832455767,0.0,0.5741583406925201,0
2,1080,0.0,0.0,0.0,0.661264032125473,2
2,2104,0.8422258158296361,0.0,0.0,0.27798955142498016,0
2,57,0.34317689692460085,0.00022404165791980855,0.0,0.4115723967552185,0
2,58,0.35087679092814206,0.00018334453832455767,0.0,0.6141678765416145,0
2,59,0.0,0.0001544153567492393,0.0,0.6433987766504288,0
2,2110,0.888524711929505,0.0,0.0,0.47918763011693954,0
2,1087,0.0,0.0,0.0,0.3834907189011574,3
2,1088,0.3795279830585723,0.029002764284456018,0.0,0.44972509890794754,0
2,2113,0.9024483983819547,0.0,0.0,0.3732957988977432,0
2,2114,0.9085836829475371,0.0,0.0,0.6153416931629181,0
2,67,0.0,0.000328315975550471,0.0,0.41706545650959015,0
2,2117,0.920842818151725,0.0,0.0,0.48004200495779514,0
2,1094,1.153740850970188,0.0,0.0,0.5863486602902412,0
2,1095,0.494010895675377,0.0,0.0,0.4448093771934509,0
2,73,0.0,0.0,0.0,0.5943215414881706,0
2,2124,0.9371819810760768,0.0,0.0,0.6669564247131348,0
2,1106,0.8814137548708378,0.0,0.0,0.5821742042899132,0
2,2131,0.4279046660455,0.0,0.0,0.4631243497133255,0
2,84,0.0,0.0,0.0,0.3167603760957718,0
2,1119,0.9201767469614144,0.0,0.0,0.4870506450533867,0
2,97,0.38517607209437615,0.00014290782872728954,0.0,0.4702835865318775,0
2,2146,0.9504338231120234,0.0,0.0,0.5337204337120056,3
2,98,0.0,0.00016774375367471144,0.0,0.519739355891943,0
2,99,0.0,0.0001544153567492393,0.0,0.545182678848505,0
2,2154,0.9864270117773358,0.0,0.0,0.5324146300554276,0
2,2156,0.9535862173781984,0.0,0.0,0.5553154535591602,0
2,111,0.887967468186065,0.0,0.0,0.3779178336262703,0
2,112,0.3516691410034371,0.0,0.0,0.36206158995628357,0
2,2161,0.9512170407713194,0.0,0.0,0.6042698621749878,0
2,121,0.0,0.00020182850568062054,0.0,0.37694528698921204,0
2,1146,0.3673500134455083,0.0,0.0,0.44662170112133026,0
2,1148,0.0,0.0,0.0,0.6936751157045364,0
2,126,0.5007745956604716,0.0,0.0,0.5239611119031906,0
2,2175,0.334370152488211,0.0,0.0,0.5030026347376406,0
2,2183,0.35140403026772704,0.0,0.0,0.39412036538124084,0
2,2184,0.5483328342817686,0.0,0.0,0.6507697552442551,0
2,1159,0.375,0.0,0.0,0.46531204506754875,0
2,1162,0.5223529249136781,0.0,0.0,0.5589134581387043,3
2,1173,0.37837028380879756,0.0,0.0,0.5106849959120154,0
2,2199,0.0,0.0,0.0,0.6006957665085793,0
2,152,0.42580531573209673,0.0,0.0,0.5859255343675613,0
2,156,0.3410934333124566,0.0,0.0,0.5082254847511649,2
2,2206,0.5345561577144432,0.0,0.0,0.4860324300825596,0
2,159,0.4178921730350126,0.0,0.0,0.5215145722031593,0
2,1192,1.0775460104885615,0.0,0.0,0.4111688509583473,0
2,2217,0.9383239132306829,0.0,0.0,0.6106213852763176,0
2,2221,0.955182183158009,0.0,0.0,0.5176199376583099,0
